"""41.75.1, x""","""41.75.1, y""","""55.52.2, x""","""55.52.2, y""","""43.06.3, x""","""43.06.3, y""","""50.1.4, x""","""50.1.4, y""","""54.63.5, x""","""54.63.5, y""","""46.27.6, x""","""46.27.6, y""","""49.7, x""","""49.7, y""","""51.51.9, x""","""51.51.9, y""","""37.44.10, x""","""37.44.10, y""","""53.78.11, x""","""53.78.11, y""","""49.8.12, x""","""49.8.12, y""","""55, x""","""55, y""","""56.71.14, x""","""56.71.14, y""","""60.45.15, x""","""60.45.15, y""","""53.59.16, x""","""53.59.16, y""","""28.59.17, x""","""28.59.17, y""","""57.05.18, x""","""57.05.18, y""","""46.39.19, x""","""46.39.19, y""","""40, x""","""40, y""","""39.55.21, x""","""39.55.21, y""","""39.55.22, x""","""39.55.22, y""","""48.84.23, x""","""48.84.23, y""","""48.84.24, x""","""48.84.24, y""","""49.16.25, x""","""49.16.25, y""","""25, x""","""25, y""","""49.74.27, x""","""49.74.27, y""","""51.1.28, x""","""51.1.28, y""","""62.07.29, x""","""62.07.29, y""","""48.84.30, x""","""48.84.30, y""","""53.42.31, x""","""53.42.31, y""","""49.16.32, x""","""49.16.32, y""","""49.41.33, x""","""49.41.33, y""","""47.27.34, x""","""47.27.34, y""","""47.27.35, x""","""47.27.35, y""","""47.27.36, x""","""47.27.36, y""","""47.27.37, x""","""47.27.37, y""","""47.89.38, x""","""47.89.38, y""","""47.89.39, x""","""47.89.39, y""","""47.89.40, x""","""47.89.40, y""","""55.42.41, x""","""55.42.41, y""","""53.28.42, x""","""53.28.42, y""","""59.02.43, x""","""59.02.43, y""","""52.62.44, x""","""52.62.44, y""","""48.74.45, x""","""48.74.45, y""","""36.37.46, x""","""36.37.46, y""","""48.76.47, x""","""48.76.47, y""","""58.21.48, x""","""58.21.48, y""","""52.92.49, x""","""52.92.49, y""","""48.52.50, x""","""48.52.50, y""","""54.81.51, x""","""54.81.51, y""","""58.65.52, x""","""58.65.52, y""","""52.44.53, x""","""52.44.53, y""","""52.44.54, x""","""52.44.54, y""","""52.44.55, x""","""52.44.55, y""","""50.68.56, x""","""50.68.56, y""","""50.68.57, x""","""50.68.57, y""","""50.68.58, x""","""50.68.58, y""","""50.68.59, x""","""50.68.59, y""","""50.68.60, x""","""50.68.60, y""","""47.27.61, x""","""47.27.61, y""","""51.77.62, x""","""51.77.62, y""","""55.05.63, x""","""55.05.63, y"""
-88.1724777222,30.3381156921,-110.088104248,37.0016136169,-91.673248291,36.5031394958,-114.740524292,33.3117637634,-109.056785583,40.6570854187,-72.9146118164,41.2987976074,-75.0517425537,38.6460037231,-81.7496185303,30.773563385,-81.2912521362,31.4152774811,-116.929229736,45.997051239,-87.536491394,38.9095611572,-87.6052474976,39.2819862366,-90.6075515747,41.4993362427,-96.4574508667,40.0039138794,-82.7121887207,37.0990142822,-90.9112091064,32.3320083618,-70.2675476074,45.962677002,-78.7473220825,39.6314888,,,-70.9722824097,42.4504432678,,,-87.8516235352,47.4638252258,-86.5166244507,43.6593856812,-96.8298721313,47.2403717041,-89.2954788208,30.3381156921,-90.69921875,38.9955062866,-111.480400085,44.7193565369,-96.9215393066,42.7254638672,-118.201194763,42.0092658997,-71.6254577637,44.7480049133,-74.0891723633,40.0325622559,-107.458229065,36.9958839417,,,-77.5383758545,43.2239379883,,,-73.1609802246,40.7086524963,,,-84.3221969604,34.9905319214,,,-96.8413238525,47.5325775146,-81.8241043091,39.0585327148,-94.7958679199,33.7758636475,-117.026634216,42.0092658997,-75.1319580078,40.9836730957,-71.4994049072,41.4248466492,-78.9707717896,33.609703064,-98.2336120605,42.8572463989,-87.1182327271,36.6406517029,-93.7187042236,31.4611110687,-114.041519165,40.1299629211,-72.4562454224,43.0749664307,-75.9627380371,37.3740386963,,,-77.0341720581,38.3709869385,,,,,,,,,-122.767662048,45.767868042,-78.1915512085,39.6830558777,-91.6675186157,44.1005592346,-104.060592651,41.3962020874
-88.1896591187,30.355304718,-110.007896423,37.0016136169,-91.4669799805,36.4974136353,-114.688957214,33.2659301758,-109.051063538,40.9951286316,-72.9489898682,41.2987976074,-75.0632019043,38.6402702332,-81.7324295044,30.7621040344,-81.3027114868,31.4095478058,-116.952140808,46.0658073425,-87.5479507446,38.852268219,-87.6109695435,39.3049049377,-90.6533889771,41.4649543762,-96.2397232056,39.9981803894,-82.7121887207,37.041721344,-90.9284057617,32.3033599854,-70.3019180298,45.9798622131,-78.764503479,39.6372184753,,,-70.9952011108,42.4332542419,,,-87.8344268799,47.4810142517,-86.4994354248,43.6823005676,-96.8355941772,47.2747497559,-89.3012008667,30.3724918365,-90.6763000488,38.9382133484,-111.480400085,44.6849784851,-96.8757019043,42.702545166,-117.026634216,42.0092658997,-71.5910797119,44.7995681763,-74.123550415,39.9695358276,-107.441047668,36.9844245911,,,-77.5154647827,43.2468566895,,,-73.1838989258,40.6971931458,,,-84.3221969604,34.9962654114,,,-96.8355941772,47.4981994629,-81.7782669067,39.0241546631,-94.8302459717,33.7758636475,-118.201194763,42.0092658997,-75.1262283325,40.9607543945,-71.5395126343,41.407661438,-78.999420166,33.5753288269,-98.2909088135,42.8858909607,-87.0666656494,36.6406517029,-93.7015228271,31.421005249,-114.041519165,41.0065879822,-72.4676971436,43.0520477295,-75.9570159912,37.3912239075,,,-77.0284500122,38.3423347473,,,,,,,,,-122.779129028,45.7907867432,-78.1342544556,39.6773262024,-91.7248153687,44.1406669617,-104.060592651,41.0065879822
-88.2240447998,30.3782234192,-109.933410645,36.9958839417,-91.4612503052,36.4974136353,-114.711875916,33.134147644,-109.056785583,40.9893989563,-72.9719009399,41.2586898804,-75.0861206055,38.6402702332,-81.6923217773,30.7334575653,-81.3199005127,31.4038162231,-116.923492432,46.1689414978,-87.5193023682,38.8007011414,-87.5823287964,39.3335533142,-90.7164077759,41.4592247009,-96.0219955444,40.0039138794,-82.7408370972,37.041721344,-90.9513168335,32.2747116089,-70.3076553345,46.0371589661,-78.7759628296,39.6314888,,,-71.0009307861,42.4160652161,,,-87.7484817505,47.4580955505,-86.4421463013,43.7395973206,-96.8298721313,47.3205871582,-89.3126602173,30.3782234192,-90.6705703735,38.9152946472,-111.497589111,44.6620597839,-96.8413238525,42.702545166,-115.061378479,42.0092658997,-71.5280532837,44.891242981,-74.1178207397,39.9466171265,-107.274887085,36.9958839417,,,-77.4868087769,43.2640419006,,,-73.2526550293,40.702922821,,,-84.293548584,35.2197151184,,,-96.8355941772,47.4924697876,-81.783996582,38.9840507507,-94.8646240234,33.7758636475,-119.306999207,42.0092658997,-75.1147689819,40.9435653687,-71.5509719849,41.3847427368,-79.0166091919,33.5524101257,-98.3138275146,42.8744316101,-86.7630004883,36.6406517029,-93.6614074707,31.380897522,-114.04724884,42.0035362244,-72.4562454224,43.023399353,-75.9570159912,37.4084129333,,,-77.051361084,38.3136863708,,,,,,,,,-122.790588379,45.8194351196,-78.1113357544,39.6658706665,-91.8107528687,44.1750488281,-104.942947388,41.0123176575
-88.235496521,30.3954105377,-109.715682983,36.9958839417,-91.4211425781,36.4974136353,-114.700416565,33.0825843811,-107.922332764,41.0180473328,-72.9890975952,41.2300453186,-75.0918502808,38.6689224243,-81.6694030762,30.7449150085,-81.325630188,31.380897522,-116.957878113,46.2090454102,-87.496383667,38.7376785278,-87.536491394,39.3564720154,-90.7737045288,41.4592247009,-95.7985458374,40.0039138794,-82.7522964478,37.0245323181,-90.9627761841,32.2288742065,-70.2732772827,46.0715332031,-78.8046112061,39.6142997742,,,-71.0066604614,42.3988761902,,,-87.7198410034,47.4179878235,-86.4306793213,43.7625160217,-96.8241424561,47.3606910706,-89.3355789185,30.3782234192,-90.6361923218,38.8809165955,-111.514778137,44.6219520569,-96.8126754761,42.702545166,-114.305076599,42.0092658997,-71.5280532837,44.9256210327,-74.1120910645,39.9236984253,-106.908195496,36.9844245911,,,-77.4180526733,43.2812309265,,,-73.2698440552,40.6800041199,,,-84.2878189087,35.2369041443,,,-96.8355941772,47.4351768494,-81.7725372314,38.9439430237,-94.8989944458,33.7930526733,-119.370025635,42.0092658997,-75.0918502808,40.9263725281,-71.6483688354,41.3560943604,-79.0567169189,33.5065727234,-98.3367462158,42.891620636,-86.6713256836,36.6521110535,-93.667137146,31.3694400787,-114.04724884,42.0035362244,-72.4734268188,42.9890213013,-75.9799346924,37.4198760986,,,-77.0399017334,38.3079605103,,,,,,,,,-122.790588379,45.8423538208,-78.0425796509,39.6200332642,-91.8336791992,44.1922340393,-105.286720276,41.0065879822
-88.2870635986,30.4011421204,-109.412025452,36.9958839417,-91.4154129028,36.5031394958,-114.660308838,33.0539360046,-107.309265137,41.0180473328,-73.0234680176,41.2013931274,-75.1147689819,38.6861076355,-81.6522140503,30.7449150085,-81.325630188,31.3522510529,-116.963600159,46.2778015137,-87.5193023682,38.7032966614,-87.536491394,39.4710617065,-90.836730957,41.4534988403,-95.3516311646,40.01537323,-82.7580184937,37.0188026428,-90.9857025146,32.2231445312,-70.2446212769,46.1517486572,-78.8160705566,39.5856552124,,,-71.0009307861,42.375957489,,,-87.7198410034,47.4065284729,-86.4192199707,43.8198127747,-96.8241424561,47.389339447,-89.3527679443,30.3724918365,-90.60181427,38.8579978943,-111.468940735,44.5531959534,-96.7954864502,42.6796264648,-114.04724884,42.0035362244,-71.5452423096,44.9829139709,-74.1292800903,39.8492164612,-106.59879303,36.9844245911,,,-77.372215271,43.2812309265,,,-73.2984924316,40.6800041199,,,-84.2419815063,35.2655525208,,,-96.8241424561,47.389339447,-81.8241043091,38.9496688843,-94.9562988281,33.8503456116,-120.006011963,42.0092658997,-75.0689315796,40.8977279663,-71.7515029907,41.3389053345,-79.1140136719,33.4435462952,-98.3940429688,42.9202690125,-86.5968399048,36.6521110535,-93.6843261719,31.3407917023,,,-72.5020828247,42.9661026001,-75.9799346924,37.4370613098,,,-77.0341720581,38.296497345,,,,,,,,,-122.790588379,45.8767318726,-78.0082015991,39.6028442383,-91.8623199463,44.2323417664,-106.209190369,41.0123176575
-88.3157119751,30.4011421204,-109.148460388,36.9958839417,-91.1461257935,36.5031394958,-114.539993286,33.0424728394,-106.856628418,41.0123176575,-73.0693054199,41.1956634521,-75.1262283325,38.6918411255,-81.6350326538,30.7277259827,-81.325630188,31.3350601196,-117.032356262,46.3408241272,-87.5479507446,38.6861076355,-87.5307617188,39.6085700989,-90.8768310547,41.4477653503,-95.3344497681,40.0210990906,-82.803855896,37.0073432922,-91.1002883911,32.2174186707,-70.2560806274,46.1632080078,-78.8218002319,39.5627365112,,,-71.0238418579,42.381690979,,,-87.7427520752,47.3950691223,-86.4306793213,43.8713760376,-96.8355941772,47.4351768494,-89.3584976196,30.3610343933,-90.5674438477,38.8694572449,-111.480400085,44.5474662781,-96.7897567749,42.6796264648,-114.041519165,41.0065879822,-71.533782959,45.0001029968,-74.1521911621,39.8148345947,-106.472747803,36.9844245911,,,-77.3149261475,43.2926902771,,,-73.3500595093,40.6800041199,,,-84.2190704346,35.2540931702,,,-96.8241424561,47.3606910706,-81.8470230103,38.9496688843,-94.9677581787,33.878993988,-120.888366699,42.0207252502,-75.0689315796,40.8690795898,-71.7801513672,41.3274459839,-79.1312026978,33.4034385681,-98.4169616699,42.931728363,-86.562461853,36.6349220276,-93.7015228271,31.3236026764,,,-72.5249938965,42.9431838989,-75.9398269653,37.465713501,,,-77.0169906616,38.2735786438,,,,,,,,,-122.807769775,45.9340248108,-77.9509048462,39.6028442383,-91.8795166016,44.2781791687,-106.203460693,41.0065879822
-88.332901001,30.4011421204,-109.039596558,36.9958839417,-90.7908935547,36.5031394958,-114.482696533,32.9966392517,-106.32950592,41.0065879822,-73.0979537964,41.1842079163,-75.1319580078,38.6746520996,-81.6006546021,30.7219963074,-81.3428192139,31.3236026764,-117.032356262,46.3866615295,-87.593788147,38.6689224243,-87.536491394,39.8664054871,-90.9284057617,41.4305801392,-95.3000717163,40.0096435547,-82.8325119019,37.0016136169,-91.117477417,32.2174186707,-70.2961883545,46.2033157349,-78.8447189331,39.5570068359,,,-71.0467681885,42.375957489,,,-87.7656784058,47.3950691223,-86.4364089966,43.9458656311,-96.8355941772,47.4924697876,-89.3584976196,30.3438453674,-90.5445175171,38.8866424561,-111.583526611,44.5646591187,-96.7381973267,42.6681671143,-114.041519165,40.1299629211,-71.5051345825,45.0115661621,-74.1751174927,39.7919197083,-106.008651733,36.9844245911,,,-77.2117919922,43.2926902771,,,-73.3672485352,40.662815094,,,-84.2076034546,35.2426338196,,,-96.8298721313,47.3205871582,-81.8699417114,38.9038352966,-94.9906692505,33.8904533386,-121.47278595,42.0092658997,-75.0975799561,40.8461608887,-71.7973403931,41.3159866333,-79.1426620483,33.3747901917,-98.457069397,42.9431838989,-86.533821106,36.6349220276,-93.6957931519,31.3121452332,,,-72.5307312012,42.9088096619,-75.9455566406,37.4886283875,,,-76.9826126099,38.2563934326,,,,,,,,,-122.847877502,45.9798622131,-77.9279937744,39.597114563,-91.9081573486,44.3297462463,-106.32950592,41.0065879822
-88.3500976562,30.4240608215,-109.045326233,35.9989395142,-90.5731735229,36.5088691711,-114.476966858,32.9336166382,-106.203460693,41.0065879822,-73.109413147,41.172744751,-75.1319580078,38.6631889343,-81.5548171997,30.7162666321,-81.4058456421,31.3407917023,-117.026634216,46.4267692566,-87.6281661987,38.6345443726,-87.5307617188,40.147151947,-90.9857025146,41.4305801392,-95.2485046387,39.9695358276,-82.8554229736,36.9786949158,-91.1403961182,32.2174186707,-70.2675476074,46.2548828125,-78.8676376343,39.5398178101,,,-71.0467681885,42.3587722778,,,-87.7714080811,47.4007987976,-86.5051651001,44.0318031311,-96.8355941772,47.4981994629,-89.3413085938,30.3266544342,-90.4929504395,38.9267539978,-111.623634338,44.5646591187,-96.7267379761,42.6395187378,-114.035797119,39.9007797241,-71.4879455566,45.0516700745,-74.1751174927,39.7403526306,-105.722167969,36.9844245911,,,-77.091468811,43.2812309265,,,-73.4016265869,40.6513557434,,,-84.1732330322,35.2369041443,,,-96.8355941772,47.2747497559,-81.8985824585,38.892375946,-95.0307769775,33.8847236633,-122.303565979,42.0092658997,-75.1147689819,40.7945976257,-71.8202590942,41.3045272827,-79.1770324707,33.3346824646,-98.4685287476,42.9546470642,-86.4994354248,36.6521110535,-93.6785964966,31.3006839752,,,-72.5536422729,42.8687019348,-75.93409729,37.5287322998,,,-76.9596862793,38.2392044067,,,,,,,,,-122.910903931,46.0715332031,-77.9050674438,39.597114563,-91.9425354004,44.3641204834,-106.856628418,41.0123176575
-88.3902053833,30.4125995636,-109.051063538,34.950428009,-90.2236633301,36.5088691711,-114.476966858,32.8763198853,-106.209190369,41.0123176575,-73.1151428223,41.1555557251,-75.1606063843,38.6574630737,-81.5376205444,30.687620163,-81.4287643433,31.3407917023,-117.026634216,46.5356330872,-87.633895874,38.5944366455,-87.5307617188,40.4737358093,-91.0143432617,41.4305801392,-95.2255859375,39.9408874512,-82.8554229736,36.9615058899,-91.1690444946,32.2116889954,-70.238899231,46.283531189,-78.9134750366,39.4939804077,,,-71.0467681885,42.3473091125,,,-87.7885894775,47.389339447,-86.4994354248,44.0604553223,-96.8413238525,47.5325775146,-89.3986053467,30.2980079651,-90.4528427124,38.9611320496,-111.65801239,44.5531959534,-96.7152709961,42.610874176,-114.041519165,39.5398178101,-71.4822158813,45.0688591003,-74.1751174927,39.7002449036,-105.601844788,36.9844245911,,,-77.0055236816,43.2812309265,,,-73.4646453857,40.6398963928,,,-84.1273956299,35.2426338196,,,-96.8298721313,47.2403717041,-81.9215087891,38.892375946,-95.0708847046,33.8961830139,-123.237487793,42.0092658997,-75.1319580078,40.7831344604,-71.8603668213,41.310256958,-79.222869873,33.3174972534,-98.4799804688,42.983291626,-86.4536056519,36.6578407288,-93.6499557495,31.289226532,,,-72.5307312012,42.7942199707,-75.9283676147,37.551651001,,,-76.9654159546,38.2105560303,,,,,,,,,-122.996841431,46.1116409302,-77.8936157227,39.6142997742,-92.0170211792,44.3985023499,-107.309265137,41.0180473328
-88.4073867798,30.7334575653,-109.051063538,34.5722732544,-90.1720962524,36.5031394958,-114.52280426,32.8247528076,-105.286720276,41.0065879822,-73.1266021729,41.1441001892,-75.1319580078,38.6402702332,-81.5261611938,30.687620163,-81.4402160645,31.3236026764,-117.032356262,47.1315078735,-87.6625442505,38.565788269,-87.5307617188,40.4794692993,-91.0372619629,41.407661438,-95.1797485352,39.9122428894,-82.8496932983,36.9385871887,-91.1747741699,32.165851593,-70.2159805298,46.317905426,-78.959312439,39.4481430054,,,-71.0410385132,42.3358535767,,,-87.8859939575,47.3836097717,-86.4879837036,44.0776405334,-96.8470535278,47.5554962158,-89.4157943726,30.2808208466,-90.4070129395,38.9496688843,-111.806983948,44.5245513916,-96.686630249,42.5822219849,-114.04724884,38.6689224243,-71.436378479,45.1318855286,-74.2037658691,39.6601371765,-105.389862061,36.9844245911,,,-76.9768829346,43.25258255,,,-73.4990234375,40.6456260681,,,-84.0930175781,35.2540931702,,,-96.8241424561,47.2059936523,-81.9329605103,38.892375946,-95.0938110352,33.9191017151,-123.546890259,42.0092658997,-75.1720657349,40.7774085999,-71.8431777954,41.3446350098,-79.2400665283,33.3117637634,-98.5029067993,42.9947547913,-86.3848419189,36.6521110535,-93.6270294189,31.2663078308,,,-72.5020828247,42.7598381042,-75.9283676147,37.5631141663,,,-76.953956604,38.1990966797,,,,,,,,,-123.117164612,46.1689414978,-77.8706893921,39.6142997742,-92.1029663086,44.421421051,-107.922332764,41.0180473328
-88.4188461304,30.9970169067,-109.056785583,33.7758636475,-90.1377182007,36.4744949341,-114.551452637,32.7617263794,-104.942947388,41.0123176575,-73.149520874,41.1441001892,-75.1204986572,38.6288146973,-81.5089797974,30.676158905,-81.4459457397,31.3236026764,-117.032356262,47.2518310547,-87.6740036011,38.5428695679,-87.5250320435,40.7315711975,-91.0659179688,41.3446350098,-95.1281814575,39.8721351624,-82.8611602783,36.9156684875,-91.1690444946,32.1486625671,-70.2045135498,46.3408241272,-78.9822311401,39.4424133301,,,-71.0467681885,42.3129348755,,,-87.9490203857,47.3778800964,-86.4421463013,44.0891036987,-96.8470535278,47.5841445923,-89.4387130737,30.2464408875,-90.3726272583,38.9439430237,-111.864280701,44.5646591187,-96.6522521973,42.5707626343,-114.04724884,38.5887069702,-71.4020004272,45.2006416321,-74.2266845703,39.6372184753,-105.240882874,36.9844245911,,,-76.9425048828,43.2755012512,,,-73.5391311646,40.6341667175,,,-84.0529098511,35.2827415466,,,-96.8184127808,47.1486968994,-81.9157791138,38.9267539978,-95.1109924316,33.9420204163,-123.844825745,42.0092658997,-75.1835174561,40.7544898987,-71.8431777954,41.3446350098,-79.2457962036,33.3232269287,-98.5143661499,42.9947547913,-86.1900405884,36.6406517029,-93.6098480225,31.2433891296,,,-72.4734268188,42.7311935425,-75.9169082642,37.5745697021,,,-76.9367752075,38.1933670044,,,,,,,,,-123.174468994,46.1689414978,-77.8535079956,39.6085700989,-92.0972290039,44.4271469116,-109.056785583,40.9893989563
-88.430305481,31.1230678558,-109.051063538,33.2029037476,-90.1262588501,36.4057388306,-114.591560364,32.7388076782,-104.060592651,41.0065879822,-73.1838989258,41.1612892151,-75.1262283325,38.6116256714,-81.5032501221,30.6704311371,-81.423034668,31.3064136505,-117.032356262,47.3606910706,-87.6797332764,38.5084953308,-87.5307617188,41.0180473328,-91.0601806641,41.3274459839,-95.0479736328,39.8835906982,-82.8668899536,36.8984832764,-91.1232070923,32.1314735413,-70.1873321533,46.3522872925,-79.0166091919,39.4538726807,,,-71.0410385132,42.3014755249,,,-87.954750061,47.3606910706,-86.4192199707,44.1177482605,-96.8585128784,47.6070632935,-89.444442749,30.2235221863,-90.3153381348,38.9267539978,-112.059089661,44.5360107422,-96.6350631714,42.5650367737,-114.041519165,38.1417999268,-71.4077301025,45.217830658,-74.2438659668,39.6142997742,-105.103378296,36.9844245911,,,-76.9367752075,43.2926902771,,,-73.6537246704,40.6112480164,,,-84.0242614746,35.2942008972,,,-96.8184127808,47.1200485229,-81.9100494385,38.9611320496,-95.1453704834,33.9649391174,-124.182868958,42.0035362244,-75.1949768066,40.702922821,,,-79.2400665283,33.3690643311,-99.2649383545,42.9947547913,-85.966583252,36.6349220276,-93.6098480225,31.2204704285,,,-72.9260635376,42.7369194031,-75.9111785889,37.5974884033,,,-76.8966674805,38.1761779785,,,,,,,,,-123.220298767,46.1574783325,-77.8305892944,39.5856552124,-92.2519378662,44.4557952881,-109.051063538,40.9951286316
-88.4532241821,31.432466507,-109.056785583,32.7789154053,-90.1033401489,36.4000091553,-114.654586792,32.7388076782,-103.57358551,41.0065879822,-73.2125473022,41.1612892151,-75.1319580078,38.6001663208,-81.4803237915,30.676158905,-81.4001083374,31.2663078308,-117.032356262,47.9680252075,-87.7255706787,38.4798431396,-87.5250320435,41.1670188904,-91.0659179688,41.310256958,-95.0250473022,39.9065093994,-82.8840713501,36.8927497864,-91.1002883911,32.125743866,-70.141494751,46.3752059937,-79.0509872437,39.4710617065,,,-71.0353088379,42.2785568237,,,-87.9432907104,47.3435058594,-86.4077682495,44.1349372864,-96.8699798584,47.6414413452,-89.4673538208,30.212064743,-90.2695007324,38.9267539978,-112.110649109,44.5417404175,-96.6064147949,42.5077400208,-114.04724884,37.6089515686,-71.4306488037,45.2464752197,-74.3069000244,39.5741958618,-104.799713135,36.9844245911,,,-76.913848877,43.2984199524,,,-73.6881027222,40.6112480164,,,-84.0185317993,35.3113899231,,,-96.8126754761,47.0856704712,-81.9329605103,38.9897766113,-95.1625595093,33.976398468,-124.188606262,42.0321846008,-75.1835174561,40.6800041199,,,-79.2515258789,33.3805198669,-99.5399627686,42.9947547913,-85.7545928955,36.6234588623,-93.5754699707,31.1975517273,,,-73.0292053223,42.7369194031,-75.8825302124,37.6032218933,,,-76.8565597534,38.1589889526,,,,,,,,,-123.237487793,46.1517486572,-77.8363189697,39.5741958618,-92.2977752686,44.4844436646,-109.051063538,40.9951286316
-88.4646835327,31.6960258484,-109.056785583,32.4236831665,-90.0689697266,36.3885498047,-114.688957214,32.7445373535,-103.373046875,41.0065879822,-73.2411956787,41.1441001892,-75.154876709,38.5944366455,-81.463142395,30.6818885803,-81.4001083374,31.2605762482,-117.032356262,48.0482406616,-87.7484817505,38.4683876038,-87.5250320435,41.2930679321,-91.0888290405,41.270149231,-95.0021362305,39.9122428894,-82.9585647583,36.8641052246,-91.0258102417,32.165851593,-70.0956573486,46.3981246948,-79.0624465942,39.4710617065,,,-71.0238418579,42.2613677979,,,-87.954750061,47.3263130188,-86.3676605225,44.1750488281,-96.8814315796,47.6700897217,-89.501739502,30.2006072998,-90.240852356,38.9210243225,-112.173675537,44.5302772522,-96.5777664185,42.5191993713,-114.041519165,36.9958839417,-71.4020004272,45.257938385,-74.3126296997,39.5627365112,-104.398643494,36.9844245911,,,-76.8393707275,43.2984199524,,,-73.7167510986,40.5768699646,,,-84.0242614746,35.3343086243,,,-96.8126754761,47.0512962341,-81.9902572632,39.0069694519,-95.2427749634,33.9821281433,-124.25163269,42.0665626526,-75.2007141113,40.6456260681,,,-79.2572479248,33.3805198669,-100.204589844,42.9947547913,-85.4509277344,36.6234588623,-93.5468139648,31.2032814026,,,-73.2813034058,42.7426528931,-75.8710708618,37.6089515686,,,-76.8164520264,38.1532592773,,,,,,,,,-123.27759552,46.1402893066,-77.8592300415,39.5512771606,-92.3206863403,44.5245513916,,
-88.4761428833,31.8908290863,-109.056785583,31.3522510529,-90.0689697266,36.3484420776,-114.734802246,32.7330818176,-102.656845093,41.0065879822,-73.2641143799,41.121181488,-75.1892471313,38.6001663208,-81.4516830444,30.6818885803,-81.4115753174,31.2491188049,-117.026634216,48.838924408,-87.7427520752,38.4397392273,-87.5250320435,41.4649543762,-91.0888290405,41.2300453186,-94.9792098999,39.9294281006,-82.9986724854,36.8583755493,-91.0143432617,32.1944999695,-70.0727386475,46.4267692566,-79.0910873413,39.4710617065,,,-70.9894714355,42.2384490967,,,-88.0636062622,47.2690162659,-86.3390045166,44.2208824158,-96.9100875854,47.7159233093,-89.5475692749,30.1834144592,-90.1892852783,38.8866424561,-112.242431641,44.5761146545,-96.5433883667,42.4962806702,-114.041519165,36.9958839417,-71.3676223755,45.2636680603,-74.3183517456,39.5283584595,-104.112167358,36.9844245911,,,-76.8164520264,43.309879303,,,-73.7683181763,40.565410614,,,-84.012802124,35.3514938354,,,-96.8184127808,47.0341072083,-82.0303649902,39.0298881531,-95.2656936646,33.9592094421,-124.297462463,42.1009368896,-75.2064437866,40.6169776917,,,-79.2801742554,33.3690643311,-101.230186462,42.9947547913,-85.2962265015,36.6291923523,-93.5525512695,31.145986557,,,-73.2813034058,42.7884902954,-75.8825302124,37.6204071045,,,-76.7878036499,38.1417999268,,,,,,,,,-123.329162598,46.1345596313,-77.8649597168,39.5455436707,-92.3378829956,44.5417404175,,
-88.430305481,32.2231445312,-109.234405518,31.3522510529,-90.0918807983,36.2854156494,-116.104171753,32.6242179871,-102.616744995,41.0065879822,-73.2813034058,41.1154518127,-75.2236251831,38.6001663208,-81.4516830444,30.6704311371,-81.4287643433,31.2319278717,-117.020896912,48.9936180115,-87.7542190552,38.4110908508,-87.5307617188,41.7399749756,-91.0544509888,41.2013931274,-94.9505615234,39.8721351624,-83.038772583,36.852645874,-90.9857025146,32.1887702942,-70.0498199463,46.4726066589,-79.1025543213,39.4596061707,,,-70.9608230591,42.2269897461,,,-88.1323699951,47.2289123535,-86.3160934448,44.2953681946,-96.9329986572,47.767490387,-89.5762252808,30.2006072998,-90.143447876,38.8579978943,-112.339836121,44.5360107422,-96.5204696655,42.4848213196,,,-71.3160552979,45.2980422974,-74.3412780762,39.5283584595,-104.014755249,36.9844245911,,,-76.7476959229,43.3385276794,,,-73.8141555786,40.565410614,,,-84.012802124,35.3686828613,,,-96.8241424561,46.9997253418,-82.0819320679,39.0012359619,-95.2828826904,33.9133720398,-124.331848145,42.1639633179,-75.2007141113,40.5940628052,,,-79.2859039307,33.3346824646,-102.078163147,42.9947547913,-85.2847671509,36.6291923523,-93.5640106201,31.1058807373,,,-73.2813034058,42.8171386719,-75.8768005371,37.6433258057,,,-76.7534255981,38.1303405762,,,,,,,,,-123.369270325,46.1402893066,-77.8535079956,39.5226287842,-92.3607940674,44.5531959534,,
-88.430305481,32.3090896606,-109.624015808,31.3465213776,-90.1205368042,36.2739562988,-117.112571716,32.5382728577,-102.060966492,41.0008621216,-73.3615188599,41.121181488,-75.2179031372,38.5715179443,-81.463142395,30.6417827606,-81.4402160645,31.2090129852,-116.877662659,48.9936180115,-87.7943191528,38.3709869385,-87.4906539917,41.7170562744,-91.0200805664,41.1784744263,-94.8932723999,39.8664054871,-83.0788803101,36.8354568481,-90.9570465088,32.1715812683,-70.0383605957,46.5413627625,-79.1254730225,39.4309539795,,,-70.9264450073,42.2327194214,,,-88.1724777222,47.2174530029,-86.2530593872,44.3641204834,-96.9559173584,47.807598114,-89.6048660278,30.2235221863,-90.1205368042,38.8293495178,-112.345565796,44.4615249634,-96.5090103149,42.473361969,,,-71.2874069214,45.3037757874,-74.3641891479,39.5455436707,-103.877243042,36.9844245911,,,-76.7190475464,43.3270683289,,,-73.8542633057,40.5539512634,,,-84.012802124,35.4087905884,,,-96.7553787231,46.9195137024,-82.1163101196,38.9725875854,-95.3000717163,33.9076423645,-124.354751587,42.2384490967,-75.1720657349,40.5768699646,,,-79.2801742554,33.3117637634,-102.7943573,42.9947547913,-84.9639129639,36.6234588623,-93.5468139648,31.0657730103,,,-73.2755737305,42.8400535583,-75.8596115112,37.6547851562,,,-76.741973877,38.1188812256,,,,,,,,,-123.397926331,46.1689414978,-77.8363189697,39.5054397583,-92.4352798462,44.5761146545,,
